Type	Symbol	Name	ID	URL	Locus type	status
gene	MCM3AP	minichromosome maintenance complex component 3 associated protein	HGNC:6946	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6946	Gene with protein product	Approved
gene	MCM4	minichromosome maintenance complex component 4	HGNC:6947	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6947	Gene with protein product	Approved
gene	MCM5	minichromosome maintenance complex component 5	HGNC:6948	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6948	Gene with protein product	Approved
gene	MCM6	minichromosome maintenance complex component 6	HGNC:6949	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6949	Gene with protein product	Approved
gene	MCM7	minichromosome maintenance complex component 7	HGNC:6950	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6950	Gene with protein product	Approved
gene	MCM8	minichromosome maintenance 8 homologous recombination repair factor	HGNC:16147	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16147	Gene with protein product	Approved
gene	MCM9	minichromosome maintenance 9 homologous recombination repair factor	HGNC:21484	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21484	Gene with protein product	Approved
gene	MCM10	minichromosome maintenance 10 replication initiation factor	HGNC:18043	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18043	Gene with protein product	Approved
gene	MCMBP	minichromosome maintenance complex binding protein	HGNC:25782	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25782	Gene with protein product	Approved
gene	MCMDC2	minichromosome maintenance domain containing 2	HGNC:26368	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26368	Gene with protein product	Approved
gene	MCOLN1	mucolipin TRP cation channel 1	HGNC:13356	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:13356	Gene with protein product	Approved
gene	MCOLN2	mucolipin TRP cation channel 2	HGNC:13357	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:13357	Gene with protein product	Approved
gene	MCOLN3	mucolipin TRP cation channel 3	HGNC:13358	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:13358	Gene with protein product	Approved
gene	MCPH1	microcephalin 1	HGNC:6954	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6954	Gene with protein product	Approved
gene	MCRIP1	MAPK regulated corepressor interacting protein 1	HGNC:28007	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28007	Gene with protein product	Approved
gene	MCRIP2	MAPK regulated corepressor interacting protein 2	HGNC:14142	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14142	Gene with protein product	Approved
gene	MCRS1	microspherule protein 1	HGNC:6960	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6960	Gene with protein product	Approved
gene	MCTP1	multiple C2 and transmembrane domain containing 1	HGNC:26183	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26183	Gene with protein product	Approved
gene	MCTP2	multiple C2 and transmembrane domain containing 2	HGNC:25636	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25636	Gene with protein product	Approved
gene	MCTS1	MCTS1 re-initiation and release factor	HGNC:23357	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:23357	Gene with protein product	Approved
gene	MCU	mitochondrial calcium uniporter	HGNC:23526	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:23526	Gene with protein product	Approved
gene	MCUB	mitochondrial calcium uniporter dominant negative subunit beta	HGNC:26076	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26076	Gene with protein product	Approved
gene	MCUR1	mitochondrial calcium uniporter regulator 1	HGNC:21097	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21097	Gene with protein product	Approved
gene	MDC1	mediator of DNA damage checkpoint 1	HGNC:21163	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21163	Gene with protein product	Approved
gene	MDFI	MyoD family inhibitor	HGNC:6967	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6967	Gene with protein product	Approved
gene	MDFIC	MyoD family inhibitor domain containing	HGNC:28870	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28870	Gene with protein product	Approved
gene	MDFIC2	MyoD family inhibitor domain containing 2	HGNC:53442	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53442	Gene with protein product	Approved
gene	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1	HGNC:19267	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19267	Gene with protein product	Approved
gene	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2	HGNC:19835	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19835	Gene with protein product	Approved
gene	MDH1	malate dehydrogenase 1	HGNC:6970	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6970	Gene with protein product	Approved
gene	MDH1B	malate dehydrogenase 1B	HGNC:17836	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17836	Gene with protein product	Approved
gene	MDH2	malate dehydrogenase 2	HGNC:6971	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6971	Gene with protein product	Approved
gene	MDK	midkine	HGNC:6972	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6972	Gene with protein product	Approved
gene	MDM1	Mdm1 nuclear protein	HGNC:29917	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29917	Gene with protein product	Approved
gene	MDM2	MDM2 proto-oncogene	HGNC:6973	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6973	Gene with protein product	Approved
gene	MDM4	MDM4 regulator of p53	HGNC:6974	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6974	Gene with protein product	Approved
gene	MDN1	midasin AAA ATPase 1	HGNC:18302	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18302	Gene with protein product	Approved
gene	MDP1	magnesium dependent phosphatase 1	HGNC:28781	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28781	Gene with protein product	Approved
gene	ME1	malic enzyme 1	HGNC:6983	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6983	Gene with protein product	Approved
gene	ME2	malic enzyme 2	HGNC:6984	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6984	Gene with protein product	Approved
gene	ME3	malic enzyme 3	HGNC:6985	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6985	Gene with protein product	Approved
gene	MEA1	male-enhanced antigen 1	HGNC:6986	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6986	Gene with protein product	Approved
gene	MEAF6	MYST/Esa1 associated factor 6	HGNC:25674	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25674	Gene with protein product	Approved
gene	MEAK7	MTOR associated protein, eak-7 homolog	HGNC:29325	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29325	Gene with protein product	Approved
gene	MECOM	MDS1 and EVI1 complex locus	HGNC:3498	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3498	Gene with protein product	Approved
gene	MECP2	methyl-CpG binding protein 2	HGNC:6990	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6990	Gene with protein product	Approved
gene	MECR	mitochondrial trans-2-enoyl-CoA reductase	HGNC:19691	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19691	Gene with protein product	Approved
gene	MED1	mediator complex subunit 1	HGNC:9234	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9234	Gene with protein product	Approved
gene	MED4	mediator complex subunit 4	HGNC:17903	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17903	Gene with protein product	Approved
gene	MED6	mediator complex subunit 6	HGNC:19970	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19970	Gene with protein product	Approved
gene	MED7	mediator complex subunit 7	HGNC:2378	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2378	Gene with protein product	Approved
gene	MED8	mediator complex subunit 8	HGNC:19971	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19971	Gene with protein product	Approved
gene	MED9	mediator complex subunit 9	HGNC:25487	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25487	Gene with protein product	Approved
gene	MED10	mediator complex subunit 10	HGNC:28760	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28760	Gene with protein product	Approved
gene	MED11	mediator complex subunit 11	HGNC:32687	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32687	Gene with protein product	Approved
gene	MED12	mediator complex subunit 12	HGNC:11957	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11957	Gene with protein product	Approved
gene	MED12L	mediator complex subunit 12L	HGNC:16050	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16050	Gene with protein product	Approved
gene	MED13	mediator complex subunit 13	HGNC:22474	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:22474	Gene with protein product	Approved
gene	MED13L	mediator complex subunit 13L	HGNC:22962	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:22962	Gene with protein product	Approved
gene	MED14	mediator complex subunit 14	HGNC:2370	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2370	Gene with protein product	Approved
gene	MED14OS	MED14 opposite strand	HGNC:40162	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40162	Gene with protein product	Approved
gene	MED15	mediator complex subunit 15	HGNC:14248	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14248	Gene with protein product	Approved
gene	MED16	mediator complex subunit 16	HGNC:17556	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17556	Gene with protein product	Approved
gene	MED17	mediator complex subunit 17	HGNC:2375	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2375	Gene with protein product	Approved
gene	MED18	mediator complex subunit 18	HGNC:25944	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25944	Gene with protein product	Approved
gene	MED19	mediator complex subunit 19	HGNC:29600	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29600	Gene with protein product	Approved
gene	MED20	mediator complex subunit 20	HGNC:16840	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16840	Gene with protein product	Approved
gene	MED21	mediator complex subunit 21	HGNC:11473	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11473	Gene with protein product	Approved
gene	MED22	mediator complex subunit 22	HGNC:11477	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11477	Gene with protein product	Approved
gene	MED23	mediator complex subunit 23	HGNC:2372	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2372	Gene with protein product	Approved
gene	MED24	mediator complex subunit 24	HGNC:22963	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:22963	Gene with protein product	Approved
gene	MED25	mediator complex subunit 25	HGNC:28845	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28845	Gene with protein product	Approved
gene	MED26	mediator complex subunit 26	HGNC:2376	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2376	Gene with protein product	Approved
gene	MED27	mediator complex subunit 27	HGNC:2377	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2377	Gene with protein product	Approved
gene	MED28	mediator complex subunit 28	HGNC:24628	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24628	Gene with protein product	Approved
gene	MED29	mediator complex subunit 29	HGNC:23074	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:23074	Gene with protein product	Approved
gene	MED30	mediator complex subunit 30	HGNC:23032	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:23032	Gene with protein product	Approved
gene	MED31	mediator complex subunit 31	HGNC:24260	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24260	Gene with protein product	Approved
gene	MEDAG	mesenteric estrogen dependent adipogenesis	HGNC:25926	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25926	Gene with protein product	Approved
gene	MEF2A	myocyte enhancer factor 2A	HGNC:6993	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6993	Gene with protein product	Approved
gene	MEF2B	myocyte enhancer factor 2B	HGNC:6995	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6995	Gene with protein product	Approved
gene	MEF2C	myocyte enhancer factor 2C	HGNC:6996	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6996	Gene with protein product	Approved
gene	MEF2D	myocyte enhancer factor 2D	HGNC:6997	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6997	Gene with protein product	Approved
gene	MEFV	MEFV innate immuity regulator, pyrin	HGNC:6998	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6998	Gene with protein product	Approved
gene	MEGF6	multiple EGF like domains 6	HGNC:3232	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3232	Gene with protein product	Approved
gene	MEGF8	multiple EGF like domains 8	HGNC:3233	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3233	Gene with protein product	Approved
gene	MEGF9	multiple EGF like domains 9	HGNC:3234	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3234	Gene with protein product	Approved
gene	MEGF10	multiple EGF like domains 10	HGNC:29634	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29634	Gene with protein product	Approved
gene	MEGF11	multiple EGF like domains 11	HGNC:29635	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29635	Gene with protein product	Approved
gene	MEI1	meiotic double-stranded break formation protein 1	HGNC:28613	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28613	Gene with protein product	Approved
gene	MEI4	meiotic double-stranded break formation protein 4	HGNC:43638	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:43638	Gene with protein product	Approved
gene	MEIG1	meiosis/spermiogenesis associated 1	HGNC:23429	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:23429	Gene with protein product	Approved
gene	MEIKIN	meiotic kinetochore factor	HGNC:51253	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51253	Gene with protein product	Approved
gene	MEIOB	meiosis specific with OB-fold	HGNC:28569	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28569	Gene with protein product	Approved
gene	MEIOC	meiosis specific with coiled-coil domain	HGNC:26670	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26670	Gene with protein product	Approved
gene	MEIOSIN	meiosis initiator	HGNC:44318	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:44318	Gene with protein product	Approved
gene	MEIS1	Meis homeobox 1	HGNC:7000	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7000	Gene with protein product	Approved
gene	MEIS2	Meis homeobox 2	HGNC:7001	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7001	Gene with protein product	Approved
gene	MEIS3	Meis homeobox 3	HGNC:29537	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29537	Gene with protein product	Approved
gene	MELK	maternal embryonic leucine zipper kinase	HGNC:16870	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16870	Gene with protein product	Approved
gene	MELTF	melanotransferrin	HGNC:7037	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7037	Gene with protein product	Approved
gene	MEMO1	mediator of cell motility 1	HGNC:14014	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14014	Gene with protein product	Approved
gene	MEN1	menin 1	HGNC:7010	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7010	Gene with protein product	Approved
gene	MEOX1	mesenchyme homeobox 1	HGNC:7013	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7013	Gene with protein product	Approved
gene	MEOX2	mesenchyme homeobox 2	HGNC:7014	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7014	Gene with protein product	Approved
gene	MEP1A	meprin A subunit alpha	HGNC:7015	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7015	Gene with protein product	Approved
gene	MEP1B	meprin A subunit beta	HGNC:7020	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7020	Gene with protein product	Approved
gene	MEPCE	methylphosphate capping enzyme	HGNC:20247	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:20247	Gene with protein product	Approved
gene	MEPE	matrix extracellular phosphoglycoprotein	HGNC:13361	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:13361	Gene with protein product	Approved
gene	MERTK	MER proto-oncogene, tyrosine kinase	HGNC:7027	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7027	Gene with protein product	Approved
gene	MESD	mesoderm development LRP chaperone	HGNC:13520	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:13520	Gene with protein product	Approved
gene	MESP1	mesoderm posterior bHLH transcription factor 1	HGNC:29658	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29658	Gene with protein product	Approved
gene	MESP2	mesoderm posterior bHLH transcription factor 2	HGNC:29659	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29659	Gene with protein product	Approved
gene	MEST	mesoderm specific transcript	HGNC:7028	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7028	Gene with protein product	Approved
gene	MET	MET proto-oncogene, receptor tyrosine kinase	HGNC:7029	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7029	Gene with protein product	Approved
gene	METAP1	methionyl aminopeptidase 1	HGNC:15789	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15789	Gene with protein product	Approved
gene	METAP1D	methionyl aminopeptidase type 1D, mitochondrial	HGNC:32583	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32583	Gene with protein product	Approved
gene	METAP2	methionyl aminopeptidase 2	HGNC:16672	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16672	Gene with protein product	Approved
gene	METRN	meteorin, glial cell differentiation regulator	HGNC:14151	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14151	Gene with protein product	Approved
gene	METRNL	meteorin like, glial cell differentiation regulator	HGNC:27584	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27584	Gene with protein product	Approved
gene	METTL1	methyltransferase like 1	HGNC:7030	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7030	Gene with protein product	Approved
gene	METTL2A	methyltransferase like 2A	HGNC:25755	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25755	Gene with protein product	Approved
gene	METTL2B	methyltransferase like 2B	HGNC:18272	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18272	Gene with protein product	Approved
gene	METTL3	methyltransferase like 3	HGNC:17563	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17563	Gene with protein product	Approved
gene	METTL4	methyltransferase like 4	HGNC:24726	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24726	Gene with protein product	Approved
gene	METTL5	methyltransferase like 5	HGNC:25006	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25006	Gene with protein product	Approved
gene	METTL6	methyltransferase like 6	HGNC:28343	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28343	Gene with protein product	Approved
gene	METTL7A	methyltransferase like 7A	HGNC:24550	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24550	Gene with protein product	Approved
gene	METTL7B	methyltransferase like 7B	HGNC:28276	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28276	Gene with protein product	Approved
gene	METTL8	methyltransferase like 8	HGNC:25856	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25856	Gene with protein product	Approved
gene	METTL9	methyltransferase like 9	HGNC:24586	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24586	Gene with protein product	Approved
gene	METTL11B	methyltransferase like 11B	HGNC:31932	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:31932	Gene with protein product	Approved
gene	METTL14	methyltransferase like 14	HGNC:29330	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29330	Gene with protein product	Approved
gene	METTL15	methyltransferase like 15	HGNC:26606	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26606	Gene with protein product	Approved
gene	METTL16	methyltransferase like 16	HGNC:28484	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28484	Gene with protein product	Approved
gene	METTL17	methyltransferase like 17	HGNC:19280	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19280	Gene with protein product	Approved
gene	METTL18	methyltransferase like 18	HGNC:28793	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28793	Gene with protein product	Approved
gene	METTL21A	methyltransferase like 21A	HGNC:30476	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30476	Gene with protein product	Approved
gene	METTL21C	methyltransferase like 21C	HGNC:33717	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33717	Gene with protein product	Approved
gene	METTL22	methyltransferase like 22	HGNC:28368	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28368	Gene with protein product	Approved
gene	METTL23	methyltransferase like 23	HGNC:26988	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26988	Gene with protein product	Approved
gene	METTL24	methyltransferase like 24	HGNC:21566	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21566	Gene with protein product	Approved
gene	METTL25	methyltransferase like 25	HGNC:26228	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26228	Gene with protein product	Approved
gene	METTL25B	methyltransferase like 25B	HGNC:24273	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24273	Gene with protein product	Approved
gene	METTL26	methyltransferase like 26	HGNC:14141	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14141	Gene with protein product	Approved
gene	METTL27	methyltransferase like 27	HGNC:19068	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19068	Gene with protein product	Approved
gene	MEX3A	mex-3 RNA binding family member A	HGNC:33482	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33482	Gene with protein product	Approved
gene	MEX3B	mex-3 RNA binding family member B	HGNC:25297	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25297	Gene with protein product	Approved
gene	MEX3C	mex-3 RNA binding family member C	HGNC:28040	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28040	Gene with protein product	Approved
gene	MEX3D	mex-3 RNA binding family member D	HGNC:16734	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16734	Gene with protein product	Approved
gene	MFAP1	microfibril associated protein 1	HGNC:7032	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7032	Gene with protein product	Approved
gene	MFAP2	microfibril associated protein 2	HGNC:7033	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7033	Gene with protein product	Approved
gene	MFAP3	microfibril associated protein 3	HGNC:7034	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7034	Gene with protein product	Approved
gene	MFAP3L	microfibril associated protein 3 like	HGNC:29083	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29083	Gene with protein product	Approved
gene	MFAP4	microfibril associated protein 4	HGNC:7035	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7035	Gene with protein product	Approved
gene	MFAP5	microfibril associated protein 5	HGNC:29673	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29673	Gene with protein product	Approved
gene	MFF	mitochondrial fission factor	HGNC:24858	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24858	Gene with protein product	Approved
gene	MFGE8	milk fat globule EGF and factor V/VIII domain containing	HGNC:7036	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7036	Gene with protein product	Approved
gene	MFHAS1	malignant fibrous histiocytoma amplified sequence 1	HGNC:16982	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16982	Gene with protein product	Approved
gene	MFN1	mitofusin 1	HGNC:18262	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18262	Gene with protein product	Approved
gene	MFN2	mitofusin 2	HGNC:16877	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16877	Gene with protein product	Approved
gene	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	HGNC:7038	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7038	Gene with protein product	Approved
gene	MFRP	membrane frizzled-related protein	HGNC:18121	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18121	Gene with protein product	Approved
gene	MFSD1	major facilitator superfamily domain containing 1	HGNC:25874	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25874	Gene with protein product	Approved
gene	MFSD2A	major facilitator superfamily domain containing 2A	HGNC:25897	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25897	Gene with protein product	Approved
gene	MFSD2B	major facilitator superfamily domain containing 2B	HGNC:37207	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:37207	Gene with protein product	Approved
gene	MFSD3	major facilitator superfamily domain containing 3	HGNC:25157	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25157	Gene with protein product	Approved
gene	MFSD4A	major facilitator superfamily domain containing 4A	HGNC:25433	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25433	Gene with protein product	Approved
gene	MFSD4B	major facilitator superfamily domain containing 4B	HGNC:21053	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21053	Gene with protein product	Approved
gene	MFSD5	major facilitator superfamily domain containing 5	HGNC:28156	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28156	Gene with protein product	Approved
gene	MFSD6	major facilitator superfamily domain containing 6	HGNC:24711	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24711	Gene with protein product	Approved
gene	MFSD6L	major facilitator superfamily domain containing 6 like	HGNC:26656	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26656	Gene with protein product	Approved
